index	genome	identifier	file	clip	scale	sum_stat	description
2480	1	ENCFF623NLG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF623NLG.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
2481	1	ENCFF782DHX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF782DHX.bigWig	32	2	mean	ChIP-seq:H3K9me3:HAP-1
2482	1	ENCFF822AOM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF822AOM.bigWig	32	2	mean	ChIP-seq:H3K9ac:iPS-18a
2483	1	ENCFF851BKR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF851BKR.bigWig	32	2	mean	"ChIP-seq:H3K9me3:common myeloid progenitor, CD34-positive"
2484	1	ENCFF097XQL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF097XQL.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
2485	1	ENCFF844UWD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF844UWD.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
2486	1	ENCFF214BCI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF214BCI.bigWig	32	2	mean	ATAC-seq::A549
2487	1	ENCFF164FXP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF164FXP.bigWig	32	2	mean	ChIP-seq:H3K36me3:fibroblast of breast
2488	1	ENCFF862FBH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF862FBH.bigWig	32	2	mean	ChIP-seq:H3K36me3:upper lobe of left lung
2489	1	ENCFF553ZVL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF553ZVL.bigWig	32	2	mean	ChIP-seq:H3K27me3:chorion
2490	1	ENCFF031BEN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF031BEN.bigWig	32	2	mean	ChIP-seq:H3K27me3:tibial artery
2491	1	ENCFF064KAR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF064KAR.bigWig	32	2	mean	ChIP-seq:H3K4me3:foreskin keratinocyte
2492	1	ENCFF978OBK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF978OBK.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
2493	1	ENCFF902LGK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF902LGK.bigWig	32	2	mean	ChIP-seq:H3K4me1:esophagus muscularis mucosa
2494	1	ENCFF886CPP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF886CPP.bigWig	32	2	mean	ChIP-seq:H3K27me3:foreskin keratinocyte
2495	1	ENCFF217HUZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF217HUZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
2496	1	ENCFF974NJC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF974NJC.bigWig	32	2	mean	ChIP-seq:H3K36me3:esophagus muscularis mucosa
2497	1	ENCFF236BZU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF236BZU.bigWig	32	2	mean	ChIP-seq:H3K9me3:esophagus squamous epithelium
2498	1	ENCFF692SEF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF692SEF.bigWig	32	2	mean	ChIP-seq:H3K4me1:mucosa of rectum
2499	1	ENCFF134JMX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF134JMX.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
2500	1	ENCFF604MDC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF604MDC.bigWig	32	2	mean	ChIP-seq:UBTF:HeLa-S3
2501	1	ENCFF142KTI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF142KTI.bigWig	32	2	mean	DNase-seq::neural progenitor cell
2502	1	ENCFF294SIA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF294SIA.bigWig	32	2	mean	ChIP-seq:H3K4me1:esophagus muscularis mucosa
2503	1	ENCFF460RKR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF460RKR.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
2504	1	ENCFF405MES	/home/suncz/work/s02/Encode_epigenome/data/ENCFF405MES.bigWig	32	2	mean	ChIP-seq:H3K27ac:uterus
2505	1	ENCFF447KJF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF447KJF.bigWig	32	2	mean	ChIP-seq:H3K4me3:skeletal muscle cell
2506	1	ENCFF090BWM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF090BWM.bigWig	32	2	mean	ChIP-seq:YY1:GM12878
2507	1	ENCFF670TZZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF670TZZ.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
2508	1	ENCFF910CKF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF910CKF.bigWig	32	2	mean	ChIP-seq:MAX:SK-N-SH
2509	1	ENCFF491YGS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF491YGS.bigWig	32	2	mean	ChIP-seq:CBX3:K562
2510	1	ENCFF615DNK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF615DNK.bigWig	32	2	mean	ChIP-seq:POLR2A:endothelial cell of umbilical vein
2511	1	ENCFF947XJM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF947XJM.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
2512	1	ENCFF726FXB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF726FXB.bigWig	32	2	mean	ChIP-seq:MEF2A:SK-N-SH
2513	1	ENCFF797FHU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF797FHU.bigWig	32	2	mean	DNase-seq::T-helper 17 cell
2514	1	ENCFF959LLF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF959LLF.bigWig	32	2	mean	ChIP-seq:CTCF:HeLa-S3
2515	1	ENCFF425WPG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF425WPG.bigWig	32	2	mean	ChIP-seq:H3K27me3:gastroesophageal sphincter
2516	1	ENCFF532WJA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF532WJA.bigWig	32	2	mean	ChIP-seq:POLR2A:GM12878
2517	1	ENCFF993ZFJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF993ZFJ.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart left ventricle
2518	1	ENCFF614TON	/home/suncz/work/s02/Encode_epigenome/data/ENCFF614TON.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart left ventricle
2519	1	ENCFF327WPY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF327WPY.bigWig	32	2	mean	ChIP-seq:H3K27ac:motor neuron
2520	1	ENCFF293ZIN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF293ZIN.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart left ventricle
2521	1	ENCFF492QFC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF492QFC.bigWig	32	2	mean	ChIP-seq:CTCF:SK-N-SH
2522	1	ENCFF357OZM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF357OZM.bigWig	32	2	mean	ChIP-seq:CTCF:GM12801
2523	1	ENCFF294WTF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF294WTF.bigWig	32	2	mean	ChIP-seq:H3K27ac:upper lobe of left lung
2524	1	ENCFF785AOZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF785AOZ.bigWig	32	2	mean	ChIP-seq:GABPA:HL-60
2525	1	ENCFF902EBP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF902EBP.bigWig	32	2	mean	DNase-seq::lung microvascular endothelial cell
2526	1	ENCFF544KSI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF544KSI.bigWig	32	2	mean	ChIP-seq:GTF3C2:HeLa-S3
2527	1	ENCFF548YRQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF548YRQ.bigWig	32	2	mean	ChIP-seq:H3K4me3:motor neuron
2528	1	ENCFF927TDC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF927TDC.bigWig	32	2	mean	ChIP-seq:YY1:K562
2529	1	ENCFF315FIO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF315FIO.bigWig	32	2	mean	ChIP-seq:MAX:MCF-7
2530	1	ENCFF315TAU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF315TAU.bigWig	32	2	mean	ChIP-seq:H3K4me3:HEK293
2531	1	ENCFF676OSE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF676OSE.bigWig	32	2	mean	ChIP-seq:CTCF:foreskin fibroblast
2532	1	ENCFF019KQO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF019KQO.bigWig	32	2	mean	ChIP-seq:POLR2AphosphoS2:HeLa-S3
2533	1	ENCFF977ZGZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF977ZGZ.bigWig	32	2	mean	ChIP-seq:TEAD4:MCF-7
2534	1	ENCFF177RJE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF177RJE.bigWig	32	2	mean	ATAC-seq::T-cell
2535	1	ENCFF532SBD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF532SBD.bigWig	32	2	mean	ChIP-seq:H3K4me3:mucosa of descending colon
2536	1	ENCFF202AVB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF202AVB.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart right ventricle
2537	1	ENCFF619WTL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF619WTL.bigWig	32	2	mean	ChIP-seq:H3K36me3:MG63
2538	1	ENCFF805SCK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF805SCK.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart left ventricle
2539	1	ENCFF092LQW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF092LQW.bigWig	32	2	mean	ChIP-seq:NR2F2:K562
2540	1	ENCFF880FWA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF880FWA.bigWig	32	2	mean	ChIP-seq:REST:SK-N-SH
2541	1	ENCFF642DIW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF642DIW.bigWig	32	2	mean	DNase-seq::endodermal cell
2542	1	ENCFF335RNZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF335RNZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
2543	1	ENCFF772IBT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF772IBT.bigWig	32	2	mean	ChIP-seq:H3K4me3:BE2C
2544	1	ENCFF471TYB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF471TYB.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
2545	1	ENCFF582UZD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF582UZD.bigWig	32	2	mean	ATAC-seq::natural killer cell
2546	1	ENCFF832OLD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF832OLD.bigWig	32	2	mean	ChIP-seq:POLR2A:GM12891
2547	1	ENCFF498PAW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF498PAW.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
2548	1	ENCFF809RDU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF809RDU.bigWig	32	2	mean	ChIP-seq:PAX5:GM12892
2549	1	ENCFF472RBD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF472RBD.bigWig	32	2	mean	"DNase-seq::naive thymus-derived CD4-positive, alpha-beta T cell"
2550	1	ENCFF034NTO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF034NTO.bigWig	32	2	mean	ChIP-seq:POLR2A:HeLa-S3
2551	1	ENCFF604KPL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF604KPL.bigWig	32	2	mean	DNase-seq::glomerular endothelial cell
2552	1	ENCFF848RJU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF848RJU.bigWig	32	2	mean	ChIP-seq:H2AFZ:DND-41
2553	1	ENCFF983QLS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF983QLS.bigWig	32	2	mean	ChIP-seq:CTCF:heart left ventricle
2554	1	ENCFF768ZFK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF768ZFK.bigWig	32	2	mean	ChIP-seq:CBX3:HCT116
2555	1	ENCFF145ENC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF145ENC.bigWig	32	2	mean	"DNase-seq::effector memory CD8-positive, alpha-beta T cell"
2556	1	ENCFF080ZBT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF080ZBT.bigWig	32	2	mean	ChIP-seq:RXRA:GM12878
2557	1	ENCFF933XEO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF933XEO.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart left ventricle
2558	1	ENCFF203IUO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF203IUO.bigWig	32	2	mean	ChIP-seq:EP300:K562
2559	1	ENCFF345QZK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF345QZK.bigWig	32	2	mean	ChIP-seq:MYC:endothelial cell of umbilical vein
2560	1	ENCFF718FVY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF718FVY.bigWig	32	2	mean	ChIP-seq:H3K27ac:colonic mucosa
2561	1	ENCFF136ZHL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF136ZHL.bigWig	32	2	mean	ChIP-seq:MAX:HeLa-S3
2562	1	ENCFF055LUU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF055LUU.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
2563	1	ENCFF298DPU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF298DPU.bigWig	32	2	mean	"DNase-seq::central memory CD8-positive, alpha-beta T cell"
2564	1	ENCFF732YSE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF732YSE.bigWig	32	2	mean	ChIP-seq:CTBP2:H1
2565	1	ENCFF754TYX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF754TYX.bigWig	32	2	mean	ChIP-seq:H3K27me3:colonic mucosa
2566	1	ENCFF702SZB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF702SZB.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
2567	1	ENCFF995HPN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF995HPN.bigWig	32	2	mean	ChIP-seq:CHD2:K562
2568	1	ENCFF160NFM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF160NFM.bigWig	32	2	mean	ChIP-seq:FOSL2:SK-N-SH
2569	1	ENCFF163EVO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF163EVO.bigWig	32	2	mean	DNase-seq::fibroblast of the aortic adventitia
2570	1	ENCFF775OOS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF775OOS.bigWig	32	2	mean	ChIP-seq:SMC3:GM12878
2571	1	ENCFF495SBQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF495SBQ.bigWig	32	2	mean	ChIP-seq:RFX5:H1
2572	1	ENCFF532YBF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF532YBF.bigWig	32	2	mean	DNase-seq::naive B cell
2573	1	ENCFF818RUE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF818RUE.bigWig	32	2	mean	ChIP-seq:CTCF:colonic mucosa
2574	1	ENCFF841CGX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF841CGX.bigWig	32	2	mean	ChIP-seq:SIX5:GM12878
2575	1	ENCFF199BDI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF199BDI.bigWig	32	2	mean	ChIP-seq:JUND:HCT116
2576	1	ENCFF313QNM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF313QNM.bigWig	32	2	mean	ChIP-seq:GATA1:erythroblast
2577	1	ENCFF425TNW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF425TNW.bigWig	32	2	mean	ChIP-seq:NRF1:H1
2578	1	ENCFF040FOA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF040FOA.bigWig	32	2	mean	ChIP-seq:TCF12:Ishikawa
2579	1	ENCFF404EVT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF404EVT.bigWig	32	2	mean	DNase-seq::COLO829
2580	1	ENCFF623ZSV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF623ZSV.bigWig	32	2	mean	ChIP-seq:JUND:GM12878
2581	1	ENCFF631PJY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF631PJY.bigWig	32	2	mean	DNase-seq::H7
2582	1	ENCFF575DXP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF575DXP.bigWig	32	2	mean	ChIP-seq:SMARCC1:HeLa-S3
2583	1	ENCFF582VIU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF582VIU.bigWig	32	2	mean	ChIP-seq:H3K36me3:GM12878
2584	1	ENCFF758LNF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF758LNF.bigWig	32	2	mean	ChIP-seq:H3K9me3:HEK293
2585	1	ENCFF947CKC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF947CKC.bigWig	32	2	mean	ChIP-seq:H3K9ac:HeLa-S3
2586	1	ENCFF286HTZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF286HTZ.bigWig	32	2	mean	DNase-seq::memory B cell
2587	1	ENCFF417LBO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF417LBO.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
2588	1	ENCFF573ZIC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF573ZIC.bigWig	32	2	mean	ChIP-seq:E2F6:HeLa-S3
2589	1	ENCFF392IDZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF392IDZ.bigWig	32	2	mean	ChIP-seq:POLR3A:HeLa-S3
2590	1	ENCFF325FDI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF325FDI.bigWig	32	2	mean	ChIP-seq:BHLHE40:GM12878
2591	1	ENCFF214DZA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF214DZA.bigWig	32	2	mean	ChIP-seq:H3K4me3:foreskin fibroblast
2592	1	ENCFF338BBE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF338BBE.bigWig	32	2	mean	ChIP-seq:H3K36me3:CD14-positive monocyte
2593	1	ENCFF885JPB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF885JPB.bigWig	32	2	mean	ChIP-seq:ATF1:K562
2594	1	ENCFF982YNF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF982YNF.bigWig	32	2	mean	ChIP-seq:H3K9me3:osteoblast
2595	1	ENCFF857YLX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF857YLX.bigWig	32	2	mean	ChIP-seq:RUNX3:GM12878
2596	1	ENCFF774EDF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF774EDF.bigWig	32	2	mean	"DNase-seq::CD4-positive, CD25-positive, alpha-beta regulatory T cell"
2597	1	ENCFF010PUM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF010PUM.bigWig	32	2	mean	ChIP-seq:CTCF:K562
2598	1	ENCFF070KKO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF070KKO.bigWig	32	2	mean	DNase-seq::fibroblast of pulmonary artery
2599	1	ENCFF913JYP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF913JYP.bigWig	32	2	mean	ChIP-seq:YY1:K562
2600	1	ENCFF411LJR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF411LJR.bigWig	32	2	mean	ChIP-seq:EP300:GM12878
2601	1	ENCFF444OHY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF444OHY.bigWig	32	2	mean	DNase-seq::T-cell
2602	1	ENCFF346NDO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF346NDO.bigWig	32	2	mean	ChIP-seq:UBTF:K562
2603	1	ENCFF341ZWE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF341ZWE.bigWig	32	2	mean	ChIP-seq:ARID3A:HepG2
2604	1	ENCFF566KBH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF566KBH.bigWig	32	2	mean	ChIP-seq:JUND:H1
2605	1	ENCFF417DRH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF417DRH.bigWig	32	2	mean	ChIP-seq:H3K27ac:right lobe of liver
2606	1	ENCFF172BRS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF172BRS.bigWig	32	2	mean	ChIP-seq:E2F4:K562
2607	1	ENCFF887QFA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF887QFA.bigWig	32	2	mean	ChIP-seq:TBP:HepG2
2608	1	ENCFF254JUX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF254JUX.bigWig	32	2	mean	ChIP-seq:CTCF:GM13977
2609	1	ENCFF226FAT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF226FAT.bigWig	32	2	mean	DNase-seq::osteocyte
2610	1	ENCFF542JBR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF542JBR.bigWig	32	2	mean	ChIP-seq:TAF1:K562
2611	1	ENCFF186HPA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF186HPA.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
2612	1	ENCFF858YJD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF858YJD.bigWig	32	2	mean	DNase-seq::astrocyte of the spinal cord
2613	1	ENCFF159IAM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF159IAM.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
2614	1	ENCFF257FZT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF257FZT.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart right ventricle
2615	1	ENCFF610NWE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF610NWE.bigWig	32	2	mean	ChIP-seq:H3K27me3:GM06990
2616	1	ENCFF865MBV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF865MBV.bigWig	32	2	mean	ChIP-seq:CTCF:upper lobe of right lung
2617	1	ENCFF925DSQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF925DSQ.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart right ventricle
2618	1	ENCFF725EMR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF725EMR.bigWig	32	2	mean	"DNase-seq::naive thymus-derived CD8-positive, alpha-beta T cell"
2619	1	ENCFF585FBY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF585FBY.bigWig	32	2	mean	ChIP-seq:CTCF:Caco-2
2620	1	ENCFF843VFX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF843VFX.bigWig	32	2	mean	ChIP-seq:CHD7:K562
2621	1	ENCFF660DML	/home/suncz/work/s02/Encode_epigenome/data/ENCFF660DML.bigWig	32	2	mean	ChIP-seq:H3K27me3:heart right ventricle
2622	1	ENCFF694UWH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF694UWH.bigWig	32	2	mean	ChIP-seq:H3K79me2:mammary epithelial cell
2623	1	ENCFF807ECY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF807ECY.bigWig	32	2	mean	ChIP-seq:CTCF:heart right ventricle
2624	1	ENCFF719NSK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF719NSK.bigWig	32	2	mean	ChIP-seq:REST:Panc1
2625	1	ENCFF716RMJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF716RMJ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
2626	1	ENCFF120JZQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF120JZQ.bigWig	32	2	mean	ChIP-seq:IRF3:HepG2
2627	1	ENCFF490BCW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF490BCW.bigWig	32	2	mean	ChIP-seq:ETS1:K562
2628	1	ENCFF431XMC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF431XMC.bigWig	32	2	mean	DNase-seq::non-pigmented ciliary epithelial cell
2629	1	ENCFF977WPU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF977WPU.bigWig	32	2	mean	ChIP-seq:HDAC2:K562
2630	1	ENCFF179VUT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF179VUT.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
2631	1	ENCFF588XAS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF588XAS.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
2632	1	ENCFF529CSD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF529CSD.bigWig	32	2	mean	ChIP-seq:SMAD5:K562
2633	1	ENCFF182FNN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF182FNN.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
2634	1	ENCFF726NIH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF726NIH.bigWig	32	2	mean	ChIP-seq:H3K4me3:H1
2635	1	ENCFF629UEC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF629UEC.bigWig	32	2	mean	ChIP-seq:CTCF:GM20000
2636	1	ENCFF947WBA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF947WBA.bigWig	32	2	mean	ChIP-seq:CTCF:GM20000
2637	1	ENCFF818UVU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF818UVU.bigWig	32	2	mean	ChIP-seq:JUNB:K562
2638	1	ENCFF359QRX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF359QRX.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
2639	1	ENCFF235GKC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF235GKC.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
2640	1	ENCFF447YDA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF447YDA.bigWig	32	2	mean	DNase-seq::mesothelial cell of epicardium
2641	1	ENCFF797CES	/home/suncz/work/s02/Encode_epigenome/data/ENCFF797CES.bigWig	32	2	mean	ChIP-seq:ZBTB33:K562
2642	1	ENCFF760XXG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF760XXG.bigWig	32	2	mean	ChIP-seq:H3K27me3:pancreas
2643	1	ENCFF564GQE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF564GQE.bigWig	32	2	mean	ChIP-seq:POLR2AphosphoS5:Panc1
2644	1	ENCFF023UNU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF023UNU.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
2645	1	ENCFF784FTI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF784FTI.bigWig	32	2	mean	ChIP-seq:MYC:NB4
2646	1	ENCFF063NGL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF063NGL.bigWig	32	2	mean	ATAC-seq::T-cell
2647	1	ENCFF227NJB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF227NJB.bigWig	32	2	mean	ChIP-seq:GATA2:K562
2648	1	ENCFF083QTE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF083QTE.bigWig	32	2	mean	ChIP-seq:PRDM1:HeLa-S3
2649	1	ENCFF013QGD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF013QGD.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
2650	1	ENCFF161FXY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF161FXY.bigWig	32	2	mean	ChIP-seq:H4K20me1:fibroblast of dermis
